db_id	disease_name	gene_symbol	pmid
110	Bardet-Biedl syndrome	TRIM32	20301537[PMID]
110	Bardet-Biedl syndrome	TTC8	20301537[PMID]
110	Bardet-Biedl syndrome	ARL6	20301537[PMID]
110	Bardet-Biedl syndrome	MKKS	20301537[PMID]
110	Bardet-Biedl syndrome	MKS1	18327255[PMID]_20301537[PMID]
110	Bardet-Biedl syndrome	NPHP1	24746959[PMID]
110	Bardet-Biedl syndrome	BBS12	20301537[PMID]
110	Bardet-Biedl syndrome	SDCCAG8	20835237[PMID]_20301537[PMID]
110	Bardet-Biedl syndrome	WDPCP	20301537[PMID]
110	Bardet-Biedl syndrome	LZTFL1	22510444[PMID]_20301537[PMID]
110	Bardet-Biedl syndrome	IFT172	25168386[PMID]
110	Bardet-Biedl syndrome	BBIP1	24026985[PMID]_20301537[PMID]
110	Bardet-Biedl syndrome	IFT27	24488770[PMID]
110	Bardet-Biedl syndrome	IFT74	27486776[PMID]
110	Bardet-Biedl syndrome	CEP19	29127258[PMID]
110	Bardet-Biedl syndrome	SCAPER	30723319[PMID]
110	Bardet-Biedl syndrome	CFAP418	27008867[PMID]
3095	Atypical Rett syndrome	MECP2	20301670[PMID]
3095	Atypical Rett syndrome	NTNG1	17903671[PMID]
3095	Atypical Rett syndrome	CDKL5	22196487[PMID]_22787626[PMID]
3095	Atypical Rett syndrome	STXBP1	25714420[PMID]_25914188[PMID]
3095	Atypical Rett syndrome	SMC1A	32222533[PMID]
3095	Atypical Rett syndrome	GABBR2	28856709[PMID]
1114	Aplasia cutis congenita	PLEC	31184804[PMID]
1114	Aplasia cutis congenita	ITGB4	31184804[PMID]
1114	Aplasia cutis congenita	BMS1	23785305[PMID]
1114	Aplasia cutis congenita	DLL4	26299364[PMID]
1272	Aymé-Gripp syndrome	MAF	25865493[PMID]_8867660[PMID]_8834052[PMID]
208513	Spinocerebellar ataxia type 29	ITPR1	22986007[PMID]
208447	Bilateral generalized polymicrogyria	GRIN1	29365063[PMID]
3051	Nicolaides-Baraitser syndrome	SMARCA2	22366787[PMID]
208441	Bilateral parasagittal parieto-occipital polymicrogyria	FIG4	24598713[PMID]
2963	Progeroid syndrome, Petty type	SLC25A24	29100094[PMID]
1541	Craniosynostosis, Boston type	MSX2	23918290[PMID]_23949913[PMID]
2151	Hirschsprung disease-ganglioneuroblastoma syndrome	PHOX2B	15024693_26011159_28371199[PMID]
209335	Autosomal dominant adult-onset proximal spinal muscular atrophy	VAPB	15372378[PMID]_24212516[PMID]
209341	DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy	DYNC1H1	22459677[PMID]
210110	Intermediate osteopetrosis	TCIRG1	24535816[PMID]_25829125[PMID]
210110	Intermediate osteopetrosis	CLCN7	12522560[PMID]_20301306[PMID]
210110	Intermediate osteopetrosis	PLEKHM1	17404618[PMID]
210115	Sterile multifocal osteomyelitis with periostitis and pustulosis	IL1RN	19494218[PMID]
209981	IRIDA syndrome	TMPRSS6	19357398[PMID]_20232450[PMID]_25252070[PMID]
210122	Congenital alveolar capillary dysplasia	FOXF1	19500772[PMID]_23505205[PMID]
210128	Urocanic aciduria	UROC1	19304569[PMID]
2254	Pontocerebellar hypoplasia type 1	AGTPBP1	30976113[PMID]
2254	Pontocerebellar hypoplasia type 1	VRK1	19646678[PMID]
2254	Pontocerebellar hypoplasia type 1	EXOSC3	22544365[PMID]_25144110[PMID]
2254	Pontocerebellar hypoplasia type 1	EXOSC8	24989451[PMID]
2254	Pontocerebellar hypoplasia type 1	SLC25A46	28637197[PMID]
2254	Pontocerebellar hypoplasia type 1	EXOSC9	29727687[PMID]
209951	Autosomal recessive spastic paraplegia type 18	ERLIN2	21330303[PMID]
209967	Episodic ataxia type 6	SLC1A3	19139306[PMID]
209908	Childhood apraxia of speech	FOXP2	11586359[PMID]_15877281[PMID]
209905	Brain-lung-thyroid syndrome	NKX2-1	24129101[PMID]_24555207[PMID]
209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	CYP7A1	12093894[PMID]
209893	NON RARE IN EUROPE: Congenital isolated thyroxine-binding globulin deficiency	SERPINA7	11889160[PMID]_11916615[PMID]_16947003[PMID]_17887925[PMID]
209932	Cone dystrophy with supernormal rod response	KCNV2	16909397[PMID]_18235024[PMID]_18400204[PMID]
209916	Extraskeletal myxoid chondrosarcoma	TFG	22581839[PMID]
209916	Extraskeletal myxoid chondrosarcoma	EWSR1	18855877[PMID]
209916	Extraskeletal myxoid chondrosarcoma	TCF12	11156374[PMID]
209916	Extraskeletal myxoid chondrosarcoma	NR4A3	18855877[PMID]
209916	Extraskeletal myxoid chondrosarcoma	TAF15	18330903[PMID]
209370	Severe neonatal-onset encephalopathy with microcephaly	MECP2	18477000[PMID]_20301670[PMID]
209867	Autosomal dominant rhegmatogenous retinal detachment	COL2A1	15671297[PMID]
210571	Dystonia 16	PRKRA	18243799[PMID]
3286	Catecholaminergic polymorphic ventricular tachycardia	CASQ2	20301466[PMID]
3286	Catecholaminergic polymorphic ventricular tachycardia	TRDN	22422768[PMID]_20301466[PMID]
3286	Catecholaminergic polymorphic ventricular tachycardia	RYR2	20301466[PMID]
3286	Catecholaminergic polymorphic ventricular tachycardia	CALM1	23040497[PMID]_20301466[PMID]
3286	Catecholaminergic polymorphic ventricular tachycardia	CALM2	24917665[PMID]
3286	Catecholaminergic polymorphic ventricular tachycardia	CALM3	
3286	Catecholaminergic polymorphic ventricular tachycardia	TECRL	27861123[PMID]
210548	Macrocephaly-intellectual disability-autism syndrome	PTEN	15805158[PMID]_17286265[PMID]_19265751[PMID]
210548	Macrocephaly-intellectual disability-autism syndrome	HEPACAM	21419380[PMID]
210159	Adult hepatocellular carcinoma	AXIN1	10700176[PMID]
210159	Adult hepatocellular carcinoma	PIK3CA	15608678[PMID]
210159	Adult hepatocellular carcinoma	CASP8	15531912[PMID]
210159	Adult hepatocellular carcinoma	TP53	8191284[PMID]
210159	Adult hepatocellular carcinoma	PDGFRL	7898930[PMID]_12653892[PMID]
210159	Adult hepatocellular carcinoma	CTNNB1	10435629[PMID]
210159	Adult hepatocellular carcinoma	TSC2	27974549[PMID]
210159	Adult hepatocellular carcinoma	TSC1	27974549[PMID]
210159	Adult hepatocellular carcinoma	EGF	21440548[PMID]
210163	Congenital lethal myopathy, Compton-North type	CNTN1	19026398[PMID]
210141	Inherited congenital spastic tetraplegia	KANK1	16301218[PMID]
210141	Inherited congenital spastic tetraplegia	GAD1	15571623[PMID]
210141	Inherited congenital spastic tetraplegia	ADD3	23836506[PMID]
210144	Lethal polymalformative syndrome, Boissel type	FTO	19559399[PMID]
1063	Tufted angioma	GNA14	27476652[PMID]
211067	Episodic ataxia type 5	CACNB4	10762541[PMID]
211017	Spinocerebellar ataxia type 30	SCA30	18996908[PMID]
656	Genetic steroid-resistant nephrotic syndrome	MAGI2	29773874{PMID]
656	Genetic steroid-resistant nephrotic syndrome	ACTN4	10700177[PMID]
656	Genetic steroid-resistant nephrotic syndrome	TRPC6	15879175[PMID]_15924139[PMID]
656	Genetic steroid-resistant nephrotic syndrome	WT1	20150449[PMID]
656	Genetic steroid-resistant nephrotic syndrome	COL4A3	25407002[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NPHS1	11854170[PMID]_19812541[PMID]_18614772[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NPHS2	11805166[PMID]
656	Genetic steroid-resistant nephrotic syndrome	PAX2	24676634[PMID]
656	Genetic steroid-resistant nephrotic syndrome	PLCE1	20591883[PMID]
656	Genetic steroid-resistant nephrotic syndrome	INF2	20023659[PMID]
656	Genetic steroid-resistant nephrotic syndrome	CD2AP	17713465[PMID]
656	Genetic steroid-resistant nephrotic syndrome	MYO1E	21756023[PMID]
656	Genetic steroid-resistant nephrotic syndrome	PTPRO	21722858[PMID]
656	Genetic steroid-resistant nephrotic syndrome	ARHGAP24	21911940[PMID]
656	Genetic steroid-resistant nephrotic syndrome	COQ8B	24270420[PMID]
656	Genetic steroid-resistant nephrotic syndrome	ANLN	24676636[PMID]
656	Genetic steroid-resistant nephrotic syndrome	CRB2	25557779[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NUP107	26411495[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NUP93	26878725[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NUP205	26878725[PMID]
656	Genetic steroid-resistant nephrotic syndrome	GAPVD1	29959197[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NUP85	30179222[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NUP37	30179222[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NUP160	30179222[PMID]
656	Genetic steroid-resistant nephrotic syndrome	NUP133	30179222[PMID]
656	Genetic steroid-resistant nephrotic syndrome	TBC1D8B	30661770[PMID]
656	Genetic steroid-resistant nephrotic syndrome	ANKFY1	29959197[PMID]
656	Genetic steroid-resistant nephrotic syndrome	EMP2	24814193[PMID]
656	Genetic steroid-resistant nephrotic syndrome	ARHGDIA	23434736[PMID]
656	Genetic steroid-resistant nephrotic syndrome	APOL1	20668430[PMID]_26901816[PMID]
2122	Kaposiform hemangioendothelioma	GNA14	27476652[PMID]
2591	Infantile myofibromatosis	NOTCH3	23731542[PMID]
2591	Infantile myofibromatosis	PDGFRB	23731537[PMID]_23731542[PMID]
35	Propionic acidemia	PCCA	22593918[PMID]
35	Propionic acidemia	PCCB	22593918[PMID]
663	Mitochondrial DNA-related progressive external ophthalmoplegia	MT-TS1	23696415[PMID]
663	Mitochondrial DNA-related progressive external ophthalmoplegia	MT-TL2	23696415[PMID]
663	Mitochondrial DNA-related progressive external ophthalmoplegia	MT-TN	23696415[PMID]
663	Mitochondrial DNA-related progressive external ophthalmoplegia	MT-TL1	
220	Denys-Drash syndrome	WT1	1655284[PMID]
5	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	HADHA	
25	Glutaryl-CoA dehydrogenase deficiency	GCDH	18775954[PMID]
618	Familial melanoma	CDK4	19585149[PMID]
618	Familial melanoma	CDKN2A	19585149[PMID]
618	Familial melanoma	MITF	25431349[PMID]
618	Familial melanoma	TERT	23348503[PMID]
618	Familial melanoma	MC1R	24238329[PMID]_24258989[PMID]
618	Familial melanoma	BAP1	25431349[PMID]
618	Familial melanoma	CDKN2B	
618	Familial melanoma	MGMT	24801985[PMID]
618	Familial melanoma	POT1	24686846[PMID]_24686849[PMID]
618	Familial melanoma	ACD	25431349[PMID]
618	Familial melanoma	TERF2IP	25431349[PMID]
818	Smith-Lemli-Opitz syndrome	DHCR7	20301322[PMID]
213504	Adenocarcinoma of ovary	INHBA	24302632[PMID]
175	Cartilage-hair hypoplasia	RMRP	22420014[PMID]
42	Medium chain acyl-CoA dehydrogenase deficiency	ACADM	20301597[PMID]
213524	Hereditary site-specific ovarian cancer syndrome	BRCA1	16112002[PMID]
213524	Hereditary site-specific ovarian cancer syndrome	BRCA2	16112002[PMID]
2066	Gamma-aminobutyric acid transaminase deficiency	ABAT	9746906[PMID]_10407778[PMID]
300	Bifunctional enzyme deficiency	HSD17B4	9915948[PMID]_24553428[PMID]_25967389[PMID]
300	Bifunctional enzyme deficiency	EHHADH	9501266[PMID]
860	Congenitally uncorrected transposition of the great arteries	MED13L	
860	Congenitally uncorrected transposition of the great arteries	GDF1	
213711	Endometrial stromal sarcoma	YWHAE	25299308[PMID]_22223660[PMID]
213711	Endometrial stromal sarcoma	JAZF1	25299308[PMID]
213711	Endometrial stromal sarcoma	SUZ12	25299308[PMID]
213711	Endometrial stromal sarcoma	NUTM2A	25299308[PMID]_22223660[PMID]
213711	Endometrial stromal sarcoma	NUTM2B	25299308[PMID]_22223660[PMID]
1572	Common variable immunodeficiency	CD19	
1572	Common variable immunodeficiency	ICOS	
1572	Common variable immunodeficiency	CR2	22035880[PMID]
1572	Common variable immunodeficiency	TNFRSF13C	
1572	Common variable immunodeficiency	MS4A1	20038800[PMID]_21970952[PMID]
1572	Common variable immunodeficiency	CD81	21970952[PMID]
1572	Common variable immunodeficiency	PRKCD	23319571[PMID]
1572	Common variable immunodeficiency	TNFSF12	23493554[PMID]
1572	Common variable immunodeficiency	TNFSF12	23493554[PMID]
1572	Common variable immunodeficiency	NFKB1	26279205[PMID]
1572	Common variable immunodeficiency	NFKB2	24888602[PMID]_25237204[PMID]
1572	Common variable immunodeficiency	TNFRSF13B	16007086[PMID]
3261	Autoimmune lymphoproliferative syndrome	CASP10	20301287[PMID]_10412980[PMID]_17999750[PMID]
3261	Autoimmune lymphoproliferative syndrome	FAS	22983577[PMID]_21885602[PMID]_20301287[PMID]
3261	Autoimmune lymphoproliferative syndrome	FAS	22983577[PMID]_21885602[PMID]_20301287[PMID]
3261	Autoimmune lymphoproliferative syndrome	FASLG	20301287[PMID]_16627752[PMID]_17605793[PMID]
3261	Autoimmune lymphoproliferative syndrome	PRKCD	23430113[PMID]
3261	Autoimmune lymphoproliferative syndrome	RASGRP1	29155103[PMID]
2849	Perlman syndrome	DIS3L2	22306653[PMID]
747	Autoimmune pulmonary alveolar proteinosis	HLA-DRB1	33589587[PMID]
2953	Musculocontractural Ehlers-Danlos syndrome	CHST14	22581468[PMID]_20533528[PMID]
2953	Musculocontractural Ehlers-Danlos syndrome	DSE	23704329[PMID]
782	Axenfeld-Rieger syndrome	PITX2	19513095[PMID]
782	Axenfeld-Rieger syndrome	PITX2	19513095[PMID]
782	Axenfeld-Rieger syndrome	FOXC1	19513095[PMID]
3269	Congenital radioulnar synostosis	SMAD6	31138930[PMID]
216718	Isolated congenitally uncorrected transposition of the great arteries	ZIC3	23427188[PMID]
216718	Isolated congenitally uncorrected transposition of the great arteries	CFC1	11799476[PMID]
216729	Congenitally uncorrected transposition of the great arteries with cardiac malformation	CFC1	11799476[PMID]
882	Tyrosinemia type 1	FAH	20301688[PMID]
216796	Osteogenesis imperfecta type 1	P4HB	30913006[PMID]_30948499[PMID]
216796	Osteogenesis imperfecta type 1	SEC24D	25683121[PMID]
216796	Osteogenesis imperfecta type 1	COL1A1	21438135[PMID]_20301472[PMID]
216796	Osteogenesis imperfecta type 1	COL1A2	21438135[PMID]_20301472[PMID]
216804	Osteogenesis imperfecta type 2	COL1A1	21438135[PMID]_20301472[PMID]
216804	Osteogenesis imperfecta type 2	COL1A2	21438135[PMID]_20301472[PMID]
216804	Osteogenesis imperfecta type 2	P3H1	21438135[PMID]
216804	Osteogenesis imperfecta type 2	CRTAP	21438135[PMID]
216804	Osteogenesis imperfecta type 2	PPIB	21438135[PMID]
216804	Osteogenesis imperfecta type 2	MESD	33596325[PMID]_31564437[PMID]
216812	Osteogenesis imperfecta type 3	COL1A1	21438135[PMID]_20301472[PMID]
216812	Osteogenesis imperfecta type 3	COL1A2	21438135[PMID]_20301472[PMID]
216812	Osteogenesis imperfecta type 3	P3H1	21438135[PMID]
216812	Osteogenesis imperfecta type 3	CRTAP	21438135[PMID]
216812	Osteogenesis imperfecta type 3	CREB3L1	24079343[PMID]
216812	Osteogenesis imperfecta type 3	PPIB	21438135[PMID]
216812	Osteogenesis imperfecta type 3	SERPINH1	21438135[PMID]
216812	Osteogenesis imperfecta type 3	FKBP10	21438135[PMID]_25046257[PMID]
216812	Osteogenesis imperfecta type 3	SERPINF1	21353196[PMID]_25046257[PMID]
216812	Osteogenesis imperfecta type 3	WNT1	23499310[PMID]_25046257[PMID]
216812	Osteogenesis imperfecta type 3	BMP1	22052668[PMID]
216820	Osteogenesis imperfecta type 4	TMEM38B	23313006[PMID]_25046257[PMID]
216820	Osteogenesis imperfecta type 4	COL1A1	21438135[PMID]_20301472[PMID]
216820	Osteogenesis imperfecta type 4	COL1A2	21438135[PMID]_20301472[PMID]
216820	Osteogenesis imperfecta type 4	CRTAP	21438135[PMID]
216820	Osteogenesis imperfecta type 4	PPIB	21282188[PMID]
216820	Osteogenesis imperfecta type 4	FKBP10	21438135[PMID]_25046257[PMID]
216820	Osteogenesis imperfecta type 4	SP7	21438135[PMID]
216820	Osteogenesis imperfecta type 4	SERPINF1	25046257[PMID]
216820	Osteogenesis imperfecta type 4	WNT1	23434763[PMID]_25046257[PMID]
216820	Osteogenesis imperfecta type 4	SPARC	26027498[PMID]
216828	Osteogenesis imperfecta type 5	IFITM5	22863190[PMID]_22863195[PMID]_25046257[PMID]
3474	CHIME syndrome	PIGL	22444671[PMID]
216866	Classic pantothenate kinase-associated neurodegeneration	PANK2	
216873	Atypical pantothenate kinase-associated neurodegeneration	PANK2	
216972	Niemann-Pick disease type C, severe perinatal form	NPC1	20301473[PMID]
216972	Niemann-Pick disease type C, severe perinatal form	NPC2	20301473[PMID]
216978	Niemann-Pick disease type C, late infantile neurologic onset	NPC1	20301473[PMID]
216978	Niemann-Pick disease type C, late infantile neurologic onset	NPC2	20301473[PMID]
361	Familial glucocorticoid deficiency	STAR	19773404[PMID]
361	Familial glucocorticoid deficiency	MC2R	8069303[PMID]_17128564[PMID]_18492762[PMID]
361	Familial glucocorticoid deficiency	MRAP	15654338[PMID]_17893271[PMID]_20427498[PMID]
361	Familial glucocorticoid deficiency	TXNRD2	24601690[PMID]
361	Familial glucocorticoid deficiency	NNT	22634753[PMID]
216975	Niemann-Pick disease type C, severe early infantile neurologic onset	NPC1	20301473[PMID]
216975	Niemann-Pick disease type C, severe early infantile neurologic onset	NPC2	20301473[PMID]
216986	Niemann-Pick disease type C, adult neurologic onset	NPC1	20301473[PMID]
216986	Niemann-Pick disease type C, adult neurologic onset	NPC2	20301473[PMID]
216981	Niemann-Pick disease type C, juvenile neurologic onset	NPC1	20301473[PMID]
216981	Niemann-Pick disease type C, juvenile neurologic onset	NPC2	20301473[PMID]
217012	Spinocerebellar ataxia type 31	BEAN1	17611710[PMID]_19878914[PMID]_22992774[PMID]_20301317[PMID]
2088	Fanconi-Bickel syndrome	SLC2A2	21327337[PMID]_22865906[PMID]
217031	NON RARE IN EUROPE: Obesity due to MC3R deficiency	MC3R	11889220[PMID]_15292330[PMID]
217266	BNAR syndrome	FREM1	19732862[PMID]_23401257[PMID]
179	Birdshot chorioretinopathy	HLA-A	24474930[PMID]
2584	Classic mycosis fungoides	CTLA4	26258847[PMID]
2584	Classic mycosis fungoides	TNFRSF1B	26258847[PMID]
2584	Classic mycosis fungoides	CD28	26258847[PMID]
217093	Mucopolysaccharidosis type 2, attenuated form	IDS	
3162	Sézary syndrome	CTLA4	26258847[PMID]
3162	Sézary syndrome	TNFRSF1B	26258847[PMID]
3162	Sézary syndrome	CD28	26258847[PMID]
217085	Mucopolysaccharidosis type 2, severe form	IDS	
1451	CINCA syndrome	NLRP3	15801036[PMID]_12032915[PMID]
217059	Isolated congenital digital clubbing	HPGD	18805827[PMID]
217055	Autosomal recessive intermediate Charcot-Marie-Tooth disease type A	GDAP1	12566285[PMID]_12499475[PMID]
217335	RIN2 syndrome	RIN2	19631308[PMID]_24449201[PMID]
2745	Opitz GBBB syndrome	MID1	15558842[PMID]
217330	REN-related autosomal dominant tubulointerstitial kidney disease	REN	21473025[PMID]
1648	NON RARE IN EUROPE: Dementia with Lewy body	GBA	16790605[PMID]
1648	NON RARE IN EUROPE: Dementia with Lewy body	SNCA	14755719[PMID]_24973356[PMID]
1648	NON RARE IN EUROPE: Dementia with Lewy body	APOE	24973356[PMID]
1648	NON RARE IN EUROPE: Dementia with Lewy body	SNCB	15365127[PMID]
1171	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	ATP1A3	24468074[PMID]
217566	Chronic respiratory distress with surfactant metabolism deficiency	SFTPC	22018035[PMID]_20403820[PMID]
217563	Neonatal acute respiratory distress due to SP-B deficiency	SFTPB	23330012[PMID]
217407	Hereditary hypotrichosis with recurrent skin vesicles	DSC3	19765682[PMID]
217467	Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	HRG	9414276[PMID]
217390	Combined immunodeficiency due to DOCK8 deficiency	DOCK8	
217385	17p13.3 microduplication syndrome	PAFAH1B1	21195811[PMID]
217385	17p13.3 microduplication syndrome	YWHAE	21195811[PMID]
217396	Progressive polyneuropathy with bilateral striatal necrosis	SLC25A19	19798730[PMID]
217371	Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins	TRMU	19732863[PMID]
217382	Neurodegenerative syndrome due to cerebral folate transport deficiency	FOLR1	19732866[PMID]
217377	Microduplication Xp11.22p11.23 syndrome	IQSEC2	26059843[PMID]
217622	Sensorineural deafness with dilated cardiomyopathy	EYA4	15735644[PMID]
331	Congenital factor XIII deficiency	F13A1	21738029[PMID]
331	Congenital factor XIII deficiency	F13B	21738029[PMID]
159	Carnitine-acylcarnitine translocase deficiency	SLC25A20	
79	Congenital alpha2-antiplasmin deficiency	SERPINF2	17961166[PMID]_11472338[PMID]
2157	Histidinemia	HAL	15806399[PMID]
220402	Limited cutaneous systemic sclerosis	CAV1	22402147[PMID]
220402	Limited cutaneous systemic sclerosis	HLA-DRB1	
220402	Limited cutaneous systemic sclerosis	CCN2	
220402	Limited cutaneous systemic sclerosis	IRF5	23372721[PMID]
220402	Limited cutaneous systemic sclerosis	KIAA0319L	23740937[PMID]
220402	Limited cutaneous systemic sclerosis	CCR6	23983073[PMID]
3124	Saccharopinuria	AASS	10775527[PMID]_23570448[PMID]
220407	Limited systemic sclerosis	HLA-DRB1	
220386	Semilobar holoprosencephaly	STAG2	31334757[PMID]
220386	Semilobar holoprosencephaly	FGFR1	27363716[PMID]
220386	Semilobar holoprosencephaly	SMC1A	31334757[PMID]
220386	Semilobar holoprosencephaly	PTCH1	
220386	Semilobar holoprosencephaly	SHH	
220386	Semilobar holoprosencephaly	SIX3	
220386	Semilobar holoprosencephaly	TGIF1	
220386	Semilobar holoprosencephaly	ZIC2	
220386	Semilobar holoprosencephaly	GLI2	
220386	Semilobar holoprosencephaly	TDGF1	
220386	Semilobar holoprosencephaly	FOXH1	
220386	Semilobar holoprosencephaly	FGF8	
220386	Semilobar holoprosencephaly	DISP1	
220386	Semilobar holoprosencephaly	CDON	
220386	Semilobar holoprosencephaly	NODAL	
220386	Semilobar holoprosencephaly	DLL1	
220386	Semilobar holoprosencephaly	GAS1	
2203	Hyperlysinemia	AASS	23570448[PMID]_23890588[PMID]_10775527[PMID]
220393	Diffuse cutaneous systemic sclerosis	CAV1	22402147[PMID]
220393	Diffuse cutaneous systemic sclerosis	HLA-DRB1	
220393	Diffuse cutaneous systemic sclerosis	CCN2	
220393	Diffuse cutaneous systemic sclerosis	IRF5	23372721[PMID]
220393	Diffuse cutaneous systemic sclerosis	CCR6	23983073[PMID]
332	Congenital intrinsic factor deficiency	CBLIF	14695536[PMID]
220436	Quebec platelet disorder	PLAU	20007542[PMID]
2195	Dicarboxylic aminoaciduria	SLC1A1	21123949[PMID]
220443	Bleeding diathesis due to thromboxane synthesis deficiency	TBXA2R	
2170	Methylcobalamin deficiency type cblG	MTR	20301503[PMID]
220295	Xeroderma pigmentosum-Cockayne syndrome complex	ERCC5	20301571[PMID]
220295	Xeroderma pigmentosum-Cockayne syndrome complex	ERCC4	20301571[PMID]
220295	Xeroderma pigmentosum-Cockayne syndrome complex	ERCC2	20301571[PMID]
220295	Xeroderma pigmentosum-Cockayne syndrome complex	ERCC3	20301571[PMID]
414	Gyrate atrophy of choroid and retina	OAT	23076989[PMID]
927	Hyperammonemia due to N-acetylglutamate synthase deficiency	NAGS	20301316[PMID]
2880	Phosphoenolpyruvate carboxykinase deficiency	PCK1	
2880	Phosphoenolpyruvate carboxykinase deficiency	PCK2	2044592[PMID]
941	D-glyceric aciduria	GLYCTK	20949620[PMID]
220465	Laron syndrome with immunodeficiency	STAT5B	22419735[PMID]
2843	Pentosuria	DCXR	22042873[PMID]
220497	Joubert syndrome with renal defect	NPHP1	20615230[PMID]_20301500[PMID]
220497	Joubert syndrome with renal defect	RPGRIP1L	20615230[PMID]_20301500[PMID]
220497	Joubert syndrome with renal defect	TMEM237	20301500[PMID]_22152675[PMID]
212	Cystathioninuria	CTH	20584029[PMID]_19428278[PMID]
220493	Joubert syndrome with ocular defect	AHI1	20615230[PMID]_20301500[PMID]
220493	Joubert syndrome with ocular defect	MKS1	24886560[PMID]
220493	Joubert syndrome with ocular defect	INPP5E	23386033[PMID]_19668216[PMID]_20301500[PMID]
220493	Joubert syndrome with ocular defect	CEP41	20301500[PMID]_22246503[PMID]
220493	Joubert syndrome with ocular defect	CEP120	27208211[PMID]
470	Lysinuric protein intolerance	SLC7A7	20301535[PMID]
145	Hereditary breast and ovarian cancer syndrome	PTEN	23779253[PMID]
145	Hereditary breast and ovarian cancer syndrome	RAD51	10807537[PMID]_24114315[PMID]
145	Hereditary breast and ovarian cancer syndrome	BRCA2	16112002[PMID]_20301425[PMID]
145	Hereditary breast and ovarian cancer syndrome	BRIP1	17033622[PMID]
145	Hereditary breast and ovarian cancer syndrome	CHEK2	21562711[PMID]
145	Hereditary breast and ovarian cancer syndrome	TP53	24884479[PMID]_23779253[PMID]
145	Hereditary breast and ovarian cancer syndrome	MRE11	22006311[PMID]_14684699[PMID]
145	Hereditary breast and ovarian cancer syndrome	NBN	22006311[PMID]_14684699[PMID]
145	Hereditary breast and ovarian cancer syndrome	PALB2	23779253[PMID]
145	Hereditary breast and ovarian cancer syndrome	BARD1	15342711[PMID]
145	Hereditary breast and ovarian cancer syndrome	RAD51C	20400964[PMID]_21990120[PMID]
145	Hereditary breast and ovarian cancer syndrome	RAD50	22006311[PMID]_14684699[PMID]
145	Hereditary breast and ovarian cancer syndrome	RAD51D	21822267[PMID]
145	Hereditary breast and ovarian cancer syndrome	BRCA1	16112002[PMID]_20301425[PMID]
2965	Prolactinoma	CDH23	28413019[PMID]
2965	Prolactinoma	MEN1	23321498[PMID]
2965	Prolactinoma	AIP	22319033[PMID]_23321498[PMID]
538	Lymphangioleiomyomatosis	TSC1	17541983[PMID]
538	Lymphangioleiomyomatosis	TSC2	17541983[PMID]
1578	Pterin-4 alpha-carbinolamine dehydratase deficiency	PCBD1	9760199[PMID]
3208	Isolated succinate-CoQ reductase deficiency	SDHA	22972948[PMID]
3208	Isolated succinate-CoQ reductase deficiency	SDHB	22972948[PMID]
3208	Isolated succinate-CoQ reductase deficiency	SDHD	24367056[PMID]
3208	Isolated succinate-CoQ reductase deficiency	SDHAF1	19465911[PMID]
221008	Rothmund-Thomson syndrome type 1	ANAPC1	31303264[PMID]
24	Fumaric aciduria	FH	20301679[PMID]
221016	Rothmund-Thomson syndrome type 2	RECQL4	20503338[PMID]_20301415[PMID]
1561	Fatal infantile cytochrome C oxidase deficiency	SCO1	11013136[PMID]_19295170[PMID]_23878101[PMID]
1561	Fatal infantile cytochrome C oxidase deficiency	SCO2	10545952[PMID]
1561	Fatal infantile cytochrome C oxidase deficiency	COX15	2175025[PMID]_21412973[PMID]
1561	Fatal infantile cytochrome C oxidase deficiency	COA5	21457908[PMID]
1561	Fatal infantile cytochrome C oxidase deficiency	COA6	24549041[PMID]_25339201[PMID]
1460	Isolated complex III deficiency	BCS1L	17403714[PMID]_19162478[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	MT-CYB	20862300[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	UQCRQ	18439546[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	UQCRB	12709789[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	TTC19	21278747[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	UQCRC2	23281071[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	CYC1	23910460[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	LYRM7	24014394[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	UQCC2	24385928[PMID]_25914718[PMID]
1460	Isolated complex III deficiency	UQCC3	25008109[PMID]_25914718[PMID]
