schembl	id	publication_date	ipc_code	assignee
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
SCHEMBL628174	EP-1737880-B1	2010-04-14	C07J 41/00	BAYER SCHERING PHARMA AG
SCHEMBL628174	EP-3019172-B1	2019-09-25	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-10273263-B2	2019-04-30	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20170349624-A1	2017-12-07	C07J 43/00	EVESTRA INC
SCHEMBL628174	US-9745338-B2	2017-08-29	C07J 43/00	EVESTRA INC
SCHEMBL628174	EP-3019172-A1	2016-05-18	C07J 41/00	EVESTRA INC
SCHEMBL628174	US-20160039866-A1	2016-02-11	C07J 41/00	UNIV BATH
SCHEMBL628174	EP-2953959-A1	2015-12-16	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20150080438-A1	2015-03-19	C07D 213/38	BAYER IP GMBH
SCHEMBL628174	WO-2014122480-A1	2014-08-14	C07J 41/00	UNIV BATH
SCHEMBL628174	US-20130252890-A1	2013-09-26	C07C 317/28	WINTERMANTEL TIM
